sentence_id,translation_tmg,relevant_sentences,translation_en,domain,sentence_length,sentence_type,Tense,polarity
COM_D3E_S1_S2_659,बेनान ग्युइसेरखाङसे ओजेटी अनिवार्य लाबारि खामचिबा नाछाल आरे।,सबै शिक्षालयले ओजेटी अनिवार्य गर्न सकिरहेको अवस्था छैन।,Not all schools are able to make OJT mandatory.,D3E,8,medium,Non-Past,Negative
COM_P2_D2H_S3_133,चोट ओसेम स्हुखाबाला काक्तारि हाल्दि चाबा लामुला।,चोट तथा दुखाईको समस्यामा बेसारको सेवन गरिन्छ।,Turmeric is used to treat injuries and pain.,D2H,7,short,Non-Past,Affirmative
D4S_S2_891,थेनिकादे ङाच्छा माडीलान कुसुम स्योङरि चिमुबा।,उनीहरू पहिला माडीकै कुसुम खोलामा बस्थे।,They used to live in the Kusum River in Madi.,D4C,6,short,Past,Affirmative
COM_P2_D2H_S1_6680,विराटनगरला मञ्जु ढकालदा ल्हुइथाङ बीमा बोर्डला बीमा कार्डसे क्योन्बारि सजिलो ताबा मुला।,विराटनगरकी मञ्जु ढकाललाई स्वास्थ्य बीमा बोर्डको बीमा कार्डले उपचारमा सजिलो भएको छ।,Manju Dhakal of Biratnagar has found it easier to get treatment with the Health Insurance Board's insurance card.,D2H,12,medium,Non-Past,Affirmative
COM_P2_D5G_S1_3108,चु दानरि गोरसोम ताम स्पष्ट म्राङ्बारि खामुला।,यस आधारमा तीन कुरा स्पष्ट देखिन आउँछन्।,"Based on this, three things become clear.",D5G,7,short,Non-Past,Affirmative
COM_P2_D5G_S2_774,"ह्युलम्हिसे सेबा, गोबा थेन लोप्पा दुइसाङ याङ्ला।","जनताले जान्ने, बुझ्ने र सिक्ने अवसर पाउँछ।","People get the opportunity to know, understand, and learn.",D5G,7,short,Non-Past,Affirmative
COM_D3E_S4_5439,तासाइ विश्वरिन गिक्छारेम क्योल्बारि चुःबा चु प्रविधि नेपालरि चिसि लोप्पारि सजिलो आरेबा।,तर विश्वमै पहिलोपल्ट प्रयोग गर्न थालिएको यो प्रविधि नेपालमा बसेर सिक्न सजिलो थिएन।,"But this technology, which was being used for the first time in the world, was not easy to learn in Nepal.",D3E,13,medium,Past,Negative
COM_P2_D5G_S2_3266,म्हिल्हुइ जातिला मुक्ति ग्याम हिन्ना।,मानव जातिको मुक्तिपथ हो।,It is the path to salvation for humanity.,D5G,4,short,Non-Past,Affirmative
P3_D1A_S0_B2_1008,"हाल्दिदा चिकित्सा विज्ञानसे भिटामिन ओसेम खनिज लवणला उत्तम स्रोतला स्रुगरि किन्बा लामुला।
",बेसारलाई चिकित्सा विज्ञानले भिटामिन तथा खनिज लवणको उत्तम स्रोतको रूपमा लिने गरेको छ।,Turmeric is considered by medical science to be an excellent source of vitamins and minerals.,D1A,13,medium,Non-Past,Affirmative
COM_P2_D5G_S1_7950,"थेलिच्छा बिसाम डिल खाराङलासि ङ्हाच्छा दाङ्जि, ङादा नोन था आरे।","त्यसपछि भने डिल कसरी अगाडि बढ्यो, मलाई पनि थाहा छैन।",I don't even know how the deal progressed after that.,D5G,10,medium,Non-Past,Negative
COM_D4C_S1_S2_988,दाउन्नेला दाउन्ने लाथानरि दात्ते रेदाङ्से तोङ्जा गिकबिमा ल्हाना न्हाङ्पा ह्युलकोर्पा ज्याल्बाला लागिरि दोबा लाबा मुला।,दाउन्नेको दाउन्ने मन्दिरमा अहिले दैनिक एक हजारभन्दा धेरै आन्तरिक पर्यटक दर्शनका लागि पुग्ने गरेका छन्।,More than a thousand domestic tourists now visit the Daunne Temple in Daunne every day.,D4C,15,medium,Non-Past,Affirmative
D4S_S2_5535,ङानि सडकदा कोङह्रावारि स्होबा अभियानरि छ्याम पिन्बारि तयार मुला।,हामी सडकलाई सुरक्षित बनाउने अभियानमा साथ दिन तयार छौँ।,We are ready to support the campaign to make roads safer.,D4C,9,medium,Non-Past,Affirmative
COM_P2_D3E_S1_6205,चुराङलासि डोसि थेसे डा ११ रि पशुपति क्याम्पसला ग्युइसेर सङ्काय नोन टप लाजि।,यसरी पढेर उनले ११ कक्षामा पशुपति क्याम्पसको शिक्षा सङ्काय नै टप गरे।,"After studying in this way, he topped the education faculty of Pashupati Campus in the 11th grade.",D3E,12,medium,Past,Affirmative
COM_P2_D2H_S3_3344,थेनिकादेला भनाईरि खोप रोप्पा व्यक्तिरि का छ्याबा बिबा विवरणरि पूर्ण सत्यता आरे।,उनीहरूको भनाईमा खोप लगाएका व्यक्तिमा रगत जमेको भन्ने विवरणमा पूर्ण सत्यता छैन।,"According to them, the report that blood clots occurred in vaccinated individuals is not entirely true.",D2H,12,medium,Non-Past,Negative
D4S_S3_6784,लक्ष्मी पूजाला ब्लि रेलिच्छा छठ प्रिबाला विधिकादे चुःमुला।,लक्ष्मी पूजाको चार दिनपछि छठ पर्वका विधिहरू सुरु हुन्छन्।,The rituals of Chhath festival begin four days after Lakshmi Puja.,D4C,9,medium,Non-Past,Affirmative
D4S_S2_5511,"स्थानीय निकाय, प्रहरी प्रशासनलान सेटिङरि अनुमतिआरेबाला, मापदण्डलिसोला अवैध अस्पताल ओसेम क्लिनिककादे स्याङ्बाला मुला।","स्थानीय निकाय, प्रहरी प्रशासनकै सेटिङमा अनुमतिविनाका, मापदण्डविपरीत अवैध अस्पताल तथा क्लिनिकहरू सञ्चालन भएकोे छ।","Illegal hospitals and clinics have been operating without permits and against standards, within the settings of local bodies and police administrations.",D4C,14,medium,Non-Past,Affirmative
D1A_S0_B2_1284,रेम गिक पोवा सुमा लिच्छा च्याङ्नारि २५ दिङ दोःना खेबि किन्बारि खाम्बा थेसे पाङ्मुला।,एक पटक बिरुवा लगाएपछि कम्तीमा २५ वर्षसम्म आम्दानी लिन सकिने उनी बताउँछन्।,"He says that once a tree is planted, it can generate income for at least 25 years.",D1A,12,medium,Non-Past,Affirmative
COM_D3E_S3_2672,ग्युइसेर महाशाखासे निबा नारे तिरेम गोरब्रे माध्यमिक लोप्खाङला प्रधानाध्यापक सरुवा लाबा मुबा ।,शिक्षा महाशाखाले गत बिहीबार एकै पटक आठ माध्यमिक विद्यालयका प्रधानाध्यापक सरुवा गरेको थियो।,The Education Division transferred the principals of eight secondary schools at once last Thursday.,D3E,13,medium,Past,Affirmative
COM_D3E_S5_2463,दात्तेदोःना चुला खाचिबाइ क्योन्बा आरे थेन चिकित्सककादेसे नोइला नाछोतकादेला जेक्खे क्योन्बारि खाम्ला।,अहिलेसम्म यसको कुनै उपचार छैन र चिकित्सकहरूले रोगका लक्षणहरूको मात्र उपचार गर्न सक्छन्।,There is currently no cure for it and doctors can only treat the symptoms of the disease.,D3E,13,medium,Non-Past,Affirmative
P3_D1A_S0_B2_2666,"सेरा निगे मोजे चागेला निरन्तरताछ्याम सुन्तला पकेट, रा जोन राङ्बा गेताङ स्याङ्बा लाबानोन ठिमरि उन्ब्रिबा मुला।","सेरा जाऔँ केरा खाऔँको निरन्तरतासहित सुन्तला पकेट, बाख्रा जोनलगायत कार्यक्रम सञ्चालन गर्ने पनि नीतिमा उल्लेख छ।","The policy also mentions the continuation of the ""Let's Go to the Forest and Eat Bananas"" program, as well as the implementation of Orange Pocket and Goat Zone programs.",D1A,16,long,Non-Past,Affirmative
COM_P2_D3E_S2_244,ङानि च्याङ्नारि म्हेन्दो २० लोप्बोन नेतृत्व तयार लासेला मुला।,हामी घटीमा २० जना शिक्षक नेतृत्व तयार गर्नेछौँ।,We will prepare at least 20 teacher leaders.,D3E,8,medium,Non-Past,Affirmative
COM_P2_D3E_S1_3477,क्याम्पस  ग्रेन्पोला आन्सार चालू न्होरकि दिङरि कलेजसे डिजिटल डाकोठाला डिछ्या लाबारि वाङ्बा मुला।,क्याम्पस प्रमुखका अनुसार चालू आर्थिक वर्षमा क्याम्पसले डिजिटल कक्षाकोठाको व्यवस्था गर्न लागेको छ।,"According to the campus head, the campus is going to arrange digital classrooms in the current fiscal year.",D3E,13,medium,Non-Past,Affirmative
P3_D1A_S0_B2_2883,तिलाइ रे प्राङ्बोला चाबाला स्रुगरि ङोसेबा साङाला छ्याम्बा दान्दे ग्रेन होटल थेन दिमबासरि सुत्ताइ दाःम्बा परिकार दोःबा मुला।,कुनै दिन गरिबको खानाको रूपमा चिनिएको कोदोको ढिडो अहिले ठूला होटल र घरबासमा समेत रुचाइएको परिकार बनेको छ।,"Once known as a poor man's food, millet porridge has now become a favorite dish in large hotels and even homes.",D1A,18,long,Non-Past,Affirmative
D4S_S3_288,छोङनाम तिःबाला नाछाल चुराङ्बा आरेबा।,व्यवसाय सुरु गर्दाको अवस्था यस्तो थिएन।,This was not the case when the business was started.,D4C,6,short,Past,Negative
COM_D4C_S1_S2_4745,नाम्स्योला रेरि खाइमाग्याम्से होटल स्याङ्बारि खाबा खाचिबाइ निश्चित आरे कोरोनाग्याम ति:बा ह्युलकोर उद्योगदा उकासतिबा ग्याल्सा संवेदनशील तादोइदा म्राङ्बा मुला।,भोलिका दिनमा कहिलेबाट होटल सञ्चालनमा आउने कुनै निश्चित छैन कोरोनाबाट थलिएको पर्यटन उद्योगलाई उकास्न राज्य संवेदनशील हुनुपर्ने देखिएको छ।,"It is not certain when the hotel will reopen in the future. It seems that the state needs to be sensitive to boost the tourism industry, which has been hit by the coronavirus.",D4C,19,long,Non-Past,Affirmative
P2_D1A_S0_B1_3847,इलाम सूर्योदय नगरपालिकासे माध्यमिक तादारि च्या नुरदा पाठ्यक्रमला स्रुगरि लागू लाबा योजना ङ्हाच्छा बोर्जि छ्यामनोन चु नुररि ढोबा तास्हेला मुस्हेला,इलाम सूर्योदय नगरपालिकाले माध्यमिक तहमा चिया विषयलाई पाठ्यक्रमको रूपमा लागू गर्ने योजना अघि बढाएसँगै यस विषयमा पढाइ हुने भएको छ।,"Ilam Suryodaya Municipality has launched a plan to implement tea as a curriculum at the secondary level, and the subject is set to be taught.",D1A,20,long,Non-Past,Affirmative
COM_P2_D5G_S4_1112,व्हाइरि ह्रेम्पाला काइ जेन मुबा।,गीतमा पुरुषको आवाजमात्रै थियो।,The song only featured a male voice.,D5G,4,short,Past,Affirmative
D4S_S2_2306,रथल्हामन्हाङला ज्याबा मुहूर्त्तरि थती टोलरि मच्छिन्द्रनाथला रथला च्योदोग्याम नरिवल ताइनालामुला।,रथयात्रा अन्तर्गत शुभ मुहूर्त्तमा थती टोलमा मच्छिन्द्रनाथको रथको टुप्पोबाट नरिवल खसालिन्छ।,"During the Rath Yatra, coconuts are dropped from the top of Machhindranath's chariot at Thati Tol at auspicious times.",D4C,11,medium,Non-Past,Affirmative
COM_D2H_S4_2340,अस्पतालरि डेङ्गु नोइला परीक्षण लाबा खाबा साङ्ज्या ल्हेःबा तासाइनोन् डेङ्गुला ह्यामला स्रुगरि फैलबआताबा पाङ्जि।,अस्पतालमा डेङ्गु रोगको परीक्षण गर्न आउनेको सङ्ख्या बढेको भए पनि डेङ्गुको महामारीको रूपमा नफैलिएको बताए।,"He said that although the number of people coming to the hospital for dengue testing has increased, dengue has not spread as an epidemic.",D2H,15,medium,Past,Affirmative
P3_D1A_S0_B1_1483,खु सास्हिङ लाबा वडारि दर्जन सोम दान्ना सानाम्पा तासाइनोन थेला नम्बर गिकरि मुला।,तरकारी खेती गर्ने वडामा तीन दर्जन बढी किसान भए पनि उहाँ एक नम्बरमा छन्।,"Although there are more than three dozen farmers in the ward who cultivate vegetables, he is number one.",D1A,14,medium,Non-Past,Affirmative
COM_D3E_S1_S2_2946,छार पाठ्यक्रम आन्सार दारेला परीक्षारि गोरङि स्योरि फेसि पाठ्यक्रम स्हेङ्बा मुला ।,नयाँ पाठ्यक्रम अनुसार अबको परीक्षामादुई ओटा पत्रमा विभाजन गरी पाठ्यक्रम निर्माण गरिएको छ।,"According to the new syllabus, the syllabus for the upcoming exam has been divided into two papers.",D3E,13,medium,Non-Past,Affirmative
COM_P2_D3E_S1_3547,"ग्युइसेर ऐन, नियमावलीरि तिका ताम ब्रिबा मुला थे दानरि चालाब लाबा हिन्ना।","शिक्षा ऐन, नियमावलीमा के कुरा लेखेको छ त्यो आधारमा चल्ने हो।",It will operate based on what is written in the Education Act and regulations.,D3E,11,medium,Non-Past,Affirmative
COM_P2_D4C_S1_B4_1785,चुरि जाजाबा लोप्खाङकि बिजाबुमोहेन्से कलेजला छारिब्योनछारिछामे आसेम दिम्मादोःना बोकिन्बा मुला।,"यसमा साना स्कूले बालबालिकादेखि, कलेजका युवायुवती अनि गृहिणीसम्म सहभागी छन्।",Participants range from small school children to college students and housewives.,D4C,10,medium,Non-Past,Affirmative
COM_P2_D2H_S1_4950,कोभिसिल्ड खोपला आयात नोन आताबासे खाइमा ङिछा मात्रा रोप्सेला बिबा नुररि निगोद आरे,कोभिसिल्ड खोपको आयात नै नभएकाले कहिले दोस्रो मात्रा लगाउने भन्ने विषयमा यकिन छैन।,"Since the Covishield vaccine has not been imported, it is uncertain when the second dose will be administered.",D2H,13,medium,Non-Past,Negative
COM_P2_D2H_S3_8557,दात्ते तिङला काक्ता थोसि अस्पताल दोबा ४० दिङफिला नाबागुङरि २० हेन्से २५ कार्ग्या तिङठा ताबा लाबा अस्पतालकादेला तथ्याङ्क मुला।,अहिले मुटुको समस्या लिएर अस्पताल पुग्ने ४० वर्षमुनिका बिरामीमध्ये २० देखि २५ प्रतिशत हृदयाघातका हुने गरेको अस्पतालहरूको तथ्याङ्क छ।,"Currently, hospital statistics show that 20 to 25 percent of patients under the age of 40 who are admitted to hospitals with heart problems suffer from heart attacks.",D2H,19,long,Non-Past,Affirmative
COM_P2_D2H_S2_2659,दरला मिनरि होटल थेन पार्टी प्यालेग्यासरि रेडिमेड चाबासे चाबा चलन ल्हेःबा मुला,दरको नाममा होटल र पार्टी प्यालेसहरूमा रेडिमेड खानेकुरा खाने चलन बढेको छ।,The trend of eating ready-made food in hotels and party palaces in the name of price has increased.,D2H,12,medium,Non-Past,Affirmative
D1A_S0_B1_2038,थेनिकादेसे दारेम तिलाइ दिन चु गोठेरि दिनमुन थासेला मुला।,उनीहरू अब केही दिन यहीँ गोठमा दिन रात बिताउने छन्।,They will now spend days and nights in this barn for a few days.,D1A,10,medium,Non-Past,Affirmative
COM_P2_D4C_S1_B4_2722,ज्याबा सम्भावना पुइबा ग्लारि जलयात्राला फेल्गेबा थेन ह्युलकोर ल्हेछ्या लाबारि प्रदेश सरकारसे लगानी लाबा योजना स्होबाला मुला।,राम्रो सम्भावना बोकेको ठाउँमा जलयात्राको विकास र पर्यटन प्रवर्धन गर्न प्रदेश सरकारले लगानी गर्ने योजना बनाएको छ।,The provincial government has planned to invest in developing rafting and promoting tourism in areas with good potential.,D4C,17,long,Non-Past,Affirmative
COM_P2_D5G_S1_8272,"छुबा तिका मुला बिसाम, चु दुइ ह्राङ्ला दाम्बाला खेलाडी थेन टिम आरेबा।","रमाइलो के छ भने, त्यसबेला आफ्नो रोजाइका खेलाडी र टिम थिएनन्।","The funny thing is, at that time, I didn't have my favorite players and teams.",D5G,11,medium,Past,Negative
COM_D2H_S1_S2_1048,ल्हाना म्हिरि स्वाला याकारगिक ना याकारगिक काक्ता तामुला।,धेरै मानिसमा दाँतको एउटा न एउटा समस्या हुन्छ।,Many people have one or another dental problem.,D2H,8,medium,Non-Past,Affirmative
P3_D1A_S0_B3_1671,थेराङ्बान जोङला टेम्केमैयुङ गाउँपालिकाला सानाम्पा नगेन्द्र राईसे नोन रोपनी निस क्षेत्रफलरि अकबरे खुर्सानीला सास्हिङ लाबान खाबा मुला।,त्यस्तै जिल्लाको टेम्केमैयुङ गाउँपालिकाका कृषक नगेन्द्र राईले पनि सात रोपनी क्षेत्रफलमा अकबरे खुर्सानीको खेती गर्दै आएका छन्।,"Similarly, farmer Nagendra Rai of Temkemaiyung Rural Municipality in the district has also been cultivating Akbar chillies on an area of ​​seven ropanis.",D1A,17,long,Non-Past,Affirmative
COM_P2_D3E_S2_3328,अनलाइन पहुँचरि आरेबाजुगुदा भौतिक दूरी कायम थान्सि लोप्खाङरिन परीक्षा किन्सेला थेसे पाङ्जि।,अनलाइन पहुँचमा नभएकाहरूलाई भौतिक दूरी कायम राखेर विद्यालयमा नै परीक्षा लिइने उनले बताइन्।,"She said that for those who do not have online access, the exam will be conducted in schools, maintaining physical distancing.",D3E,13,medium,Past,Affirmative
D1A_S0_B2_4176,"ब्रोइखाबा, प्रोटिनयुक्त तेन्तोसे गर्भवती थेन बिजाबुमोला क्रास्या फेल्गेबारि खेना लाबा सानाम शाखा ग्रेन्पोला पाङ्बा मुला।","स्वादिष्ट, प्रोटिनयुक्त बालीले गर्भवती र बालबालिकाको मस्तिष्क विकासमा फाइदा पुर्‍याउने कृषि शाखा प्रमुखको भनाइ छ।","The head of the agriculture branch says that the tasty, protein-rich crop benefits the brain development of pregnant women and children.",D1A,15,medium,Non-Past,Affirmative
COM_D2H_S4_1583,बेसाररि एन्टीसेप्टिक गुण तामुला बिसाम एन्टीअक्सिडेन्टला ज्याबा स्रोत हिन्ना।,बेसारमा एन्टीसेप्टिक गुण हुन्छ भने एन्टीअक्सिडेन्टको राम्रो स्रोत हो।,Turmeric has antiseptic properties and is a good source of antioxidants.,D2H,9,medium,Non-Past,Affirmative
COM_P2_D2H_S1_4751,रकारसे डेङ्गु नियन्त्रणरि तुरुन्त प्रभावकारी कदम चालाबलातोबा थेनिकादेला आग्रह मुला।,सरकारले डेङ्गु नियन्त्रणमा तुरुन्त प्रभावकारी कदम चाल्नुपर्ने उनीहरूको आग्रह छ।,They urge the government to take immediate and effective steps to control dengue.,D2H,10,medium,Non-Past,Affirmative
COM_P2_D5G_S1_10259,"ङा अजाइ नोन, थेदा ङामग्याम घोरिएर मिक्साल लाबान लामा, विश्वस्त ताला कि थे थेनोन ङाला बोक्टो डान्बालान ङोसेबा पात्र हिन्ना।","म अझै पनि, उनलाइ नजिकबाट घोरिएर अवलोकन गर्दै गर्लाइ, विश्वस्त हुन्छु कि उनी त्यहि मेरो पुरानो स्मृतिकै परिचित पात्र हुन्।","I still, staring at him closely, am convinced that he is the same familiar character from my old memories.",D5G,20,long,Non-Past,Affirmative
COM_D3E_S1_S2_5352,"ग्युइसेर, बिज्ञान ओसेम प्रविधि ब्लोनखाङ न्हाङ्ला परियोजना छोङ्पा ग्युइसेर ओसेम कुबा ल्हानाल्हेना लाबा परियोजना ङिछासे बेरोजगार छारिब्योनजुगुदा स्वरोजगारला दुइसाङ बाबा हिन्ना। ","शिक्षा, बिज्ञान तथा प्रविधि मन्त्रालय अन्तर्गतको परियोजना व्यावसायिक शिक्षा तथा तालिम अभिवृद्धि परियोजना दोश्रोले बेरोजगार युवाहरूलाई स्वरोजगारको अवसर ल्याएको हो।","The Vocational Education and Training Enhancement Project II, a project under the Ministry of Education, Science and Technology, has brought self-employment opportunities to unemployed youth.",D3E,20,long,Non-Past,Affirmative
COM_P2_D2H_S1_7744,थेसे एन्टिजेन बेस्ड टेस्ट योःना थेन ल्हाना म्हिला तोःबा नाछालरि क्योल्बा तासेला पाङ्बा मुला।,उनले एन्टिजेन बेस्ड टेस्ट छिटो र धेरैजनाको गर्नुपर्ने अवस्थामा प्रयोग हुने बताएका छन्।,He said that antigen-based tests would be faster and more widely used.,D2H,13,medium,Non-Past,Affirmative
D1A_S0_B3_161,"फिह्युल निबाजुगु ल्हेःमा, सानाम्पासे न्हेला टाङ्गा आयाङ्मा, स्यान सेमचेनला बजारीकरण काक्ता तामा सेमचेनन्हाबा घाट्तिबा हिन्ना।","विदेश जानेहरू बढ्दा, किसानले दुधको रकम नपाउँदा, अन्य पशुको बजारीकरण समस्या हुँदा पशुपालन घटेको हो।","Animal husbandry has declined due to an increase in people going abroad, farmers not receiving milk subsidies, and problems with marketing other animals.",D1A,15,medium,Non-Past,Affirmative
P3_D5G_S2_B1_568,थेसे बाइ ग्योइला नोन व्हाइ गोःबा मुला।,उनले नेपाल भाषाको पनि गीत गाएका छन्।,He has also sung songs in Nepali.,D5G,7,short,Non-Past,Affirmative
COM_D3E_S1_S2_4818,कक्षा ११ ला नियमति परीक्षाला परीक्षारोरो बिसाम खाबा ख्रेला १० गतेन्हाङरि सार्वजनिक लाबा तयारी लाबा पाङ्बा मुला।,कक्षा ११ को नियमित परीक्षाको परीक्षाफल भने आगामी पुस १० गतेभित्र सार्वजनिक गर्ने तयारी गरिएको बताइएको छ।,It is said that preparations are underway to make the results of the regular Grade 11 examination public by the next Poush 10.,D3E,17,long,Non-Past,Affirmative
P2_D1A_S0_B2_439,डुच्युइ बिमा दान्ना डोँडरि सिङ्सोर लास्ह्युबा थेसे दिङ्कि सरदर ५०० किलो खुदु चुङ्मुला।,साठी भन्दा बढी घारमा मौरीपालन गर्नुभएका उहाँले वार्षिक सरदर ५०० किलो मह बेच्नुहुन्छ।,He has more than sixty beehives and sells an average of 500 kg of honey annually.,D1A,13,medium,Non-Past,Affirmative
P2_D1A_S0_B1_1432,तिला लासाय ङानिसे सिगाय बिसि सेनासेना साइबा मि आहिन।,के गर्नु हामीले मरोस् भनेर जानाजान मारेको त होइन।,What should we do? We didn't intentionally kill them so that they would die.,D1A,9,medium,Past,Negative
COM_D2H_S3_2253,"काः वा योनिस्रावला जाँचग्याम क्लामाइडिया, गोनोरिया, एचआईभी, हेपाटाइटिस बी थेन सीला जाँच लाबारि बुद्धिमानी तामुला।","रगत वा योनिस्रावको जाँचबाट क्लामाइडिया, गोनोरिया, एचआईभी, हेपाटाइटिस बी र सीको जाँच गराउनु बुद्धिमानी हुन्छ।","It is wise to get tested for chlamydia, gonorrhea, HIV, hepatitis B and C through blood or vaginal discharge tests.",D2H,15,medium,Non-Past,Affirmative
COM_D2H_S1_S2_3384,पिङ प्याजला निम चाबा लाजि बिसाम मिःला लागिरि एन खेबिजनक तामुला।,हरियो प्याजको नियमित सेवन गरेमा आँखाका लागि पनि फाइदाजनक हुन्छ।,Regular consumption of green onions is also beneficial for the eyes.,D2H,10,medium,Non-Past,Affirmative
D1A_S0_B2_388,स्योङरि सेवारला ब्लु सारदिबा लिच्छा गोल्छेसे फेल्बान निबा मुला।,खोलामा सेवारको बीउ सारेपछि बिस्तारै फैलिंदै गएको छ।,"After the seeds of the Sevar tree were moved to the river, they have been slowly spreading.",D1A,8,medium,Non-Past,Affirmative
D1A_S0_B1_2601,थेसे बाँझा चिबा म्राङला डेङारि रा न्हाबा सोच स्होजि।,उनले बाँझा रहेका बारीमा पाटामा बाख्रापालन गर्ने सोच बनाए।,He thought of raising goats in the fields in the barren fields.,D1A,9,medium,Past,Affirmative
D1A_S0_B1_1369,सिँचाइ आयोजना थेन ह्रिबाला दानरि स्यामो सास्हिङला झान्नाइ ३०० सानाम्पादा जेः पिन्बा मुला।,सिँचाइ आयोजना र मागका आधारमा च्याउखेतीमा झण्डै ३०० किसानलाई अनुदान दिएका छौँ।,We have provided subsidies to nearly 300 farmers for mushroom cultivation based on irrigation projects and demand.,D1A,12,medium,Non-Past,Affirmative
P4_D1A_S1_B1_1244,कफीला छोङनामकिता ल्हेःना लाबा दोन्तासे कफी सुबा आम्दानी ल्हेःना अभियान नगरसे तिःबाला मुला।,कफीको व्यावसायिकता बढाउने उद्देश्यले कफी रोपौ आम्दानी बढाउँ अभियान नगरले सुरु गरेको छ।,"The city has launched the ""Plant Coffee, Increase Income"" campaign with the aim of increasing the commercialization of coffee.",D1A,13,medium,Non-Past,Affirmative
COM_P2_D4C_S1_B2_814,चुराङ्बा ह्रेवासे मौलिक रिमठिमदा सुत्ताइ थोइबारि थान्मुला।,यस्तो व्यवहारले मौलिक संस्कृतिलाई समेत ओझेलमा पार्छ।,Such behavior even overshadows the original culture.,D4C,7,short,Non-Past,Affirmative
COM_P2_D3E_S1_6603,थे आयोगला खेडोबलिच्छा विश्वविद्यालयरि ताबा हस्तक्षेपदा खाराङलासि काबारि खाम्ला बिसाम गोरगिक मापदण्ड स्होसेला मुला ।,त्यो आयोगको अध्ययनपछि विश्वविद्यालयमा भएको हस्तक्षेपलाई कसरी रोक्न सक्छौँ भने एउटा मापदण्ड बनाउँछौँ।,"After that commission's study, we will create a standard on how we can prevent interference in universities.",D3E,13,medium,Non-Past,Affirmative
D4S_S1_6994,"अग्रज मान्यजनला याग्याम टीका नोम्बा लामा सुख, स्हिवा, ग्हेछ्या थेन वैभव याङ्बाला साम्तेन मुला।","अग्रज मान्यजनको हातबाट टीका ग्रहण गर्दा सुख, शान्ति, समृद्धि र वैभव प्राप्त हुने विश्वास छ।","It is believed that receiving tika from the hands of elders brings happiness, peace, prosperity, and glory.",D4C,15,medium,Non-Past,Affirmative
COM_P2_D2H_S3_3661,कोरोना च्यालाङ ल्हेःबान निबालिच्छा थेला काबाबेन्बा थेन नियन्त्रणला लागिरि बैतडीरि उच्च सतर्कता आपनालाबा मुला।,कोरोना सङ्क्रमण बढ्दै गएपछि त्यसको रोकथाम र नियन्त्रणका लागि बैतडीमा उच्च सतर्कता अपनाइएको छ।,"As the coronavirus infection continues to increase, high alert has been adopted in Baitadi to prevent and control it.",D2H,14,medium,Non-Past,Affirmative
COM_D2H_S5_3644,कादेराङ केसरि आझा सस्तोरि एन टेस्टट्युब लाइनुला केवा गेरिम छ्योना ताला।,कतिपय केसमा अझ सस्तोमा पनि टेस्टट्युब बेबीको जन्म प्रक्रिया पूरा हुन्छ।,"In some cases, the test tube baby birth process can be completed even more cheaply.",D2H,11,medium,Non-Past,Affirmative
COM_D2H_S1_S2_4551,शिविररि पाठेघर ताइबा काक्ता ताबा म्हेन्दो १० रिङ प्रेसरी थान्सि क्योन्बा लाबा मुबा।,शिविरमा पाठेघर खस्ने समस्या भएका १० जनामा रिङ प्रेसर राखेर उपचार गरिएको थियो।,"At the camp, 10 people with uterine prolapse were treated with a ring pressor.",D2H,13,medium,Past,Affirmative
COM_D5G_S4_2527,गुरुला ताम थेःबालिच्छा ङादा ह्राङला जेक्खे आहिन ह्राङलाकादेला फाेला महत्व सुत्ताइ था ताजि।,गुरुको कुरा सुनेपछि मलाई आफ्नो मात्र होइन आफ्नाहरूको भुँडीको महत्व समेत थाहा भयो।,"After listening to the guru, I realized the importance of not only my own but also the importance of my fellow human beings.",D5G,13,medium,Past,Affirmative
COM_D2H_S1_S2_3822,"चु सम्भव आरे बिबा तामरि क्लियर मुला, ते अपेक्षा एन थान्बा आरे।","यो सम्भव छैन भन्ने कुरामा क्लियर छु, त्यो अपेक्षा पनि राखेको छैन।","I am clear that this is not possible, and I do not even hold out any expectation of it.",D2H,12,medium,Non-Past,Negative
COM_P2_D5G_S3_6733,"ब्रेल्साङ  समारोहमा थेकादेका दिमथेमे,ङेङ्गोर  र तिलाइ  ह्रो कादेबो  मुबा।","विवाह समारोहमा उनीहरूका परिवार, आफन्त र केही साथीहरू सहभागी थिए।","Their family, relatives, and a few friends attended the wedding ceremony.",D5G,10,medium,Past,Affirmative
D1A_S0_B3_1918,चु तेमे फार्मरि खाबा लाबा छारिब्योनजुगुसे नोन चुस्पान उदाहरणीय तिलाइ सानाम गे लाबा पाङ्बा लाबा मुला।,यस आलु फार्ममा आउने गरेका युवाहरूले पनि यस्तै उदाहरणीय केही कृषि कर्म गर्ने बताउने गरेका छन्।,Young people who visit this potato farm also say that they do some similar exemplary agricultural work.,D1A,16,long,Non-Past,Affirmative
D1A_S0_B2_4789,सानाम थुमरि तोःबा खेडोब अनुसन्धान लासि ग्ला आन्सारला तेन्तो उत्पादन लाबारि प्रोत्साहन लाबा नोन ब्याङ्कसे उन्पाङ्बा मुला।,कृषि क्षेत्रमा आवश्यक अध्ययन अनुसन्धान गरी ठाउँअनुसारको बाली उत्पादनमा गर्ने प्रोत्साहन गर्ने पनि बैंकले जनाएको छ।,The bank has also stated that it will encourage local crop production by conducting necessary studies and research in the agricultural sector.,D1A,16,long,Non-Past,Affirmative
